from_node,to_node,sequence,lat,lon
1,321,48,22.98939060895861,113.1602593415464
1,321,49,22.98913825465347,113.16023700021924
1,321,50,22.989287051304203,113.159929280104
1,321,51,22.98945029036349,113.15995392122338
1,321,52,22.989157349304143,113.15967519956868
1,321,53,22.9888808210833,113.15991937463804
1,321,54,22.98877599207377,113.15990826605382
1,321,55,22.989023020291512,113.16055921050793
1,321,56,22.989565876089724,113.16050647285608
1,321,57,22.989661769131647,113.16063740077566
1,321,58,22.98978824532085,113.16044671388408
1,321,59,22.989951057966344,113.16026250199772
1,321,60,22.99006593137947,113.16034359277864
1,321,61,22.990142021107644,113.16055793933378
1,321,62,22.990302585135755,113.16049151966138
1,321,63,22.990031197678505,113.16070424484116
1,321,64,22.989957583486117,113.16088487098004
1,321,65,22.991132613583847,113.15996967188995
1,321,66,22.991380617353,113.1593499220842
1,321,67,22.991613968727755,113.15901406295632
1,321,68,22.99101577475129,113.15910318919398
1,321,69,22.990817394764814,113.15759611224316
1,321,70,22.990088649465225,113.15657256624228
1,321,71,22.99247749968268,113.1586015210743
2,35,0,23.063479373121776,112.50757530524456
2,35,1,23.060964605110225,112.51563448437084
2,35,2,23.06022551351977,112.51642177537452
2,35,3,23.060291761512016,112.51655107351364
2,35,4,23.060042653452555,112.51662890974936
2,35,5,23.05994969652642,112.51672539720197
2,35,6,23.06007370890379,112.51684955851994
2,35,7,23.060185016329516,112.5168716709722
2,35,8,23.06028460338499,112.51693836292904
2,35,9,23.06023860437931,112.51705457149744
2,35,10,23.0601826373348,112.51714897585404
2,35,11,23.06004263462017,112.51735360405806
2,35,12,23.059922396418383,112.51731016877709
2,35,13,23.059786000333208,112.51749099924233
2,35,14,23.05977184867824,112.51766953208605
2,35,15,23.059555709202677,112.51769345901182
2,35,16,23.05947048126724,112.51749618254412
2,35,17,23.059392188742404,112.5175729205584
2,35,18,23.059306018143573,112.51750855333351
2,35,19,23.059124133061463,112.5175709781768
2,35,20,23.05914803536023,112.51742413664164
2,35,21,23.05933912612084,112.5174150741873
2,35,22,23.05941995250696,112.5173556003421
2,35,23,23.05953454833482,112.51736325350451
2,35,24,23.059592871291088,112.51749388469412
2,35,25,23.05966794475788,112.51718662108176
2,35,26,23.0598732350639,112.51701936755268
2,35,27,23.05964690536104,112.51678716066868
2,35,28,23.059433958335813,112.51697214609588
2,35,29,23.059318240748325,112.51723690974562
2,35,30,23.058900175541687,112.51726340084814
2,35,31,23.059130068168667,112.5177771470826
2,35,32,23.059252095774006,112.5178711987362
2,35,33,23.05928251196258,112.5177744325831
2,35,34,23.059382916551787,112.51784287409262
2,35,35,23.05937080877061,112.51795106524182
2,35,36,23.05946992639051,112.51804655191108
2,35,37,23.05954546713098,112.51785728135032
2,35,38,23.05914887227348,112.5179812099768
2,35,39,23.05900221056537,112.5185970818969
2,35,40,23.059467858086187,112.51915148337544
2,35,41,23.05909698743832,112.5195076349889
2,35,42,23.05886704589332,112.51943840566828
2,35,43,23.058749887836395,112.51946961866662
2,35,44,23.05857789412384,112.51955415488086
2,35,45,23.05852201775966,112.51979937611917
2,35,46,23.058529498047186,112.51998002996302
2,35,47,23.05841942777813,112.52003774416676
2,35,48,23.05829296497422,112.52008308129128
2,35,49,23.05823197229214,112.520003021266
2,35,50,23.05826926563166,112.51982820123608
2,35,51,23.058422093991226,112.51985354061198
2,35,52,23.05836607403311,112.51975947773634
2,35,53,23.058658393852458,112.5198188601037
2,35,54,23.058818654637896,112.52006157933174
2,35,55,23.058944652609583,112.52018968286986
2,35,56,23.058952359072524,112.52037794512393
2,35,57,23.058804194429285,112.52055729647051
2,35,58,23.05865469515755,112.52040915421976
2,35,59,23.058571911302383,112.5202854283084
2,35,60,23.05864029100066,112.52013646241475
2,35,61,23.058437134958872,112.52018514104212
2,35,62,23.05834244619876,112.52027848160144
2,35,63,23.058247158107264,112.52017985680116
2,35,64,23.058226036569803,112.52029626156016
2,35,65,23.058118610218845,112.52035116450767
2,35,66,23.058028164144645,112.52044738360826
2,35,67,23.05818665195766,112.52053034298764
2,35,68,23.058321612312746,112.52054521497548
2,35,69,23.0582475601855,112.520401592222
2,35,70,23.058119223204308,112.52026267168476
2,35,71,23.05800636032176,112.52021526214295
2,35,72,23.05808511923736,112.52008880335184
2,35,73,23.05845684124745,112.52040734642571
2,35,74,23.05853099984601,112.52057850959314
2,35,75,23.058145740994515,112.52077568687388
2,35,76,23.059841890346235,112.52063367274856
2,35,77,23.0599252652442,112.52020236784504
2,35,78,23.06319889286176,112.52077013106164
2,35,79,23.075102946259317,112.4953447259798
2,42,0,23.06231411775804,112.42706477047076
2,42,1,23.05830414062973,112.41797424448372
2,42,2,23.067881488108807,112.41562358930489
2,42,3,23.069654445116903,112.39891700541403
2,42,4,23.069051370885926,112.39814970308184
2,42,5,23.069162135483783,112.39771555674386
2,42,6,23.06891008263419,112.39772221462756
2,42,7,23.068873843014337,112.39749129531842
2,42,8,23.06878742677094,112.39739656455146
2,42,9,23.068684036825594,112.3973881389256
2,42,10,23.06868315856981,112.39723971125018
2,42,11,23.06879965755949,112.39718166301309
2,42,12,23.068869583328443,112.39728270525028
2,42,13,23.068941615443293,112.39736469377004
2,42,14,23.069011501684347,112.3972863045672
2,42,15,23.069115011723703,112.39737485485156
2,42,16,23.069261311694493,112.39712768063076
2,42,17,23.069366926976613,112.39714553976208
2,42,18,23.0694817794158,112.39733737208768
2,42,19,23.06897413074173,112.39707756995509
2,42,20,23.06887286505492,112.3971040705534
2,42,21,23.068716890085746,112.39703205632696
2,42,22,23.06869009637053,112.3968860981045
2,42,23,23.068486949509776,112.39691053339963
2,42,24,23.06848745488524,112.39703189274368
